lemma,genus,pl_form,pl_class,split,m95_rhyme
merkmal,n,merkmale,e,train,al
merkmalbündel,n,merkmalbündel,zero,train,
merkmalopposition,f,merkmaloppositionen,en,test,
merkmalsausprägung,f,merkmalsausprägungen,en,train,
merksatz,m,merksätze,umlaut_e,train,
merkurtransit,m,merkurtransite,e,train,
merkvers,m,merkverse,e,train,
merkwürdigkeit,f,merkwürdigkeiten,en,train,
merlan,m,merlane,e,train,
merlin,m,merline,e,train,
merlot,m,merlots,s,val,ot
meronym,n,meronyme,e,test,
meronymie,f,meronymien,n,train,
merovinger,m,merovinger,zero,train,
merowinger,m,merowinger,zero,train,
mersenne-primzahl,f,mersenne-primzahlen,en,train,
mersennezahl,f,mersennezahlen,en,train,
mesalliance,f,mesalliancen,n,train,
mesdschid,,mesdschids,s,val,
mesencephalon,,mesencephalons,s,train,
mesencephalon,,mesencephala,other,test,
mesenchym,n,mesenchyme,e,train,
mesner,m,mesner,zero,train,
mesnerhaus,n,mesnerhäuser,umlaut_er,train,
mesoderm,n,mesoderme,e,train,
mesokarp,n,mesokarpe,e,train,
mesolekt,m,mesolekte,e,val,
mesologie,f,mesologien,n,train,
meson,n,mesonen,en,train,
mesopotamier,m,mesopotamier,zero,test,
mesosystem,n,mesosysteme,e,train,
messabweichung,f,messabweichungen,en,train,
messbecher,m,messbecher,zero,train,
messbetrag,m,messbeträge,umlaut_e,train,ag
messbuch,n,messbücher,umlaut_er,val,
messdiener,m,messdiener,zero,train,
messdienerin,f,messdienerinnen,nen,train,
messe,f,messen,n,train,
messeausweis,m,messeausweise,e,test,
messebesuch,m,messebesuche,e,train,
messegelände,n,messegelände,zero,train,
messeleitung,f,messeleitungen,en,train,
messer,m,messer,zero,val,
messerangriff,m,messerangriffe,e,train,
messerattacke,f,messerattacken,n,train,
messergebnis,n,messergebnisse,se,train,
messerklinge,f,messerklingen,n,train,
messerschmied,m,messerschmiede,e,test,
messerspitze,f,messerspitzen,n,train,
messerstecher,m,messerstecher,zero,train,
messerstecherei,f,messerstechereien,en,val,
messerstecherin,f,messerstecherinnen,nen,train,
messerstich,m,messerstiche,e,train,
messerwunde,f,messerwunden,n,train,
messestadt,f,messestädte,umlaut_e,train,
messeverlauf,m,messeverläufe,umlaut_e,train,
messfehler,m,messfehler,zero,test,
messfeier,f,messfeiern,n,train,
messgerät,n,messgeräte,e,val,
messgewand,n,messgewänder,umlaut_er,train,and
messi,f,messis,s,train,
messias,m,messiasse,se,train,
messie,m,messies,s,train,
messingbeschlag,m,messingbeschläge,umlaut_e,train,ag
messingbett,n,messingbetten,en,train,
messingdraht,m,messingdrähte,umlaut_e,test,
messinggehäuse,n,messinggehäuse,zero,val,
messinggriff,m,messinggriffe,e,train,
messinghalter,m,messinghalter,zero,train,
messinghülse,f,messinghülsen,n,train,
messingklinke,f,messingklinken,n,train,
messingknopf,m,messingknöpfe,umlaut_e,train,
messinglampe,f,messinglampen,n,train,
messingleuchter,m,messingleuchter,zero,train,
messingnagel,m,messingnägel,umlaut_zero,test,
messingplatte,f,messingplatten,n,train,
messingring,m,messingringe,e,train,
messingschale,f,messingschalen,n,train,
messingschild,n,messingschilder,er,train,
messingstange,f,messingstangen,n,train,
messinstrument,n,messinstrumente,e,train,
messlatte,f,messlatten,n,train,
messmittel,n,messmittel,zero,val,
messner,m,messner,zero,test,
messschieber,m,messschieber,zero,train,
messstation,f,messstationen,en,train,
messstelle,f,messstellen,n,train,
messstipendium,n,messstipendien,other,train,
messung,f,messungen,en,train,
messverfahren,n,messverfahren,zero,train,
messwagen,m,messwagen,zero,val,
messwein,m,messweine,e,train,
messwerk,n,messwerke,e,test,
messwert,m,messwerte,e,train,ert
mestize,m,mestizen,n,train,
mesusa,f,mesusot,other,train,
meta-suchmaschine,f,meta-suchmaschinen,n,train,
metabolie,f,metabolien,n,train,
metabolismus,m,metabolismen,other,val,
metabolit,m,metaboliten,en,train,
metadaten,,metadaten,zero,train,
metakommunikation,f,metakommunikationen,en,test,
metall,n,metalle,e,train,
metallatom,n,metallatome,e,train,
metallband,n,metallbänder,umlaut_er,train,and
metallbearbeitung,f,metallbearbeitungen,en,train,
metallbehälter,m,metallbehälter,zero,val,
metallbeschlag,m,metallbeschläge,umlaut_e,train,ag
metallbett,n,metallbetten,en,train,
metallblock,m,metallblöcke,umlaut_e,train,
metallbolzen,m,metallbolzen,zero,test,
metallbrille,f,metallbrillen,n,train,
metalldetektor,m,metalldetektoren,en,train,
metalldraht,m,metalldrähte,umlaut_e,train,
metaller,m,metaller,zero,val,
metallerzeugung,f,metallerzeugungen,en,train,
metallfass,n,metallfässer,umlaut_er,train,
metallfenster,n,metallfenster,zero,train,
metallfläche,f,metallflächen,n,train,
metallgefäß,n,metallgefäße,e,test,
metallgegenstand,m,metallgegenstände,umlaut_e,train,and
metallgerüst,n,metallgerüste,e,train,
metallgeschirr,n,metallgeschirre,e,val,
metallgestell,n,metallgestelle,e,train,
metallgitter,n,metallgitter,zero,train,
metallhülle,f,metallhüllen,n,train,
metallindustrie,f,metallindustrien,n,train,
metallkiste,f,metallkisten,n,train,
metallknopf,m,metallknöpfe,umlaut_e,test,
metallkoffer,m,metallkoffer,zero,train,
metallkugel,f,metallkugeln,n,val,
metalllegierung,f,metalllegierungen,en,train,
metalloberfläche,f,metalloberflächen,n,train,
metalloid,n,metalloide,e,train,
metallplatte,f,metallplatten,n,train,
metallproduktion,f,metallproduktionen,en,train,
metallrahmen,m,metallrahmen,zero,train,
metallregal,n,metallregale,e,test,al
metallring,m,metallringe,e,val,
metallrohr,n,metallrohre,e,train,
metallsarg,m,metallsärge,umlaut_e,train,
metallschale,f,metallschalen,n,train,
metallscheibe,f,metallscheiben,n,train,
metallschicht,f,metallschichten,en,train,
metallschrank,m,metallschränke,umlaut_e,train,
metallstab,m,metallstäbe,umlaut_e,train,
metallstange,f,metallstangen,n,test,
metallstuhl,m,metallstühle,umlaut_e,train,uhl
metallstück,n,metallstücke,e,train,
metallsäge,f,metallsägen,n,train,
metalltisch,m,metalltische,e,train,isch
metalltor,n,metalltore,e,train,
metalltür,f,metalltüren,en,train,
metallverbindung,f,metallverbindungen,en,train,
metallwand,f,metallwände,umlaut_e,val,and
metallware,f,metallwaren,n,test,
metallzaun,m,metallzäune,umlaut_e,train,aun
metamorphose,f,metamorphosen,n,train,
metaphase,f,metaphasen,n,train,
metapher,f,metaphern,n,train,
metaphorik,f,metaphoriken,en,train,
metaphysiker,m,metaphysiker,zero,train,
metaphysikerin,f,metaphysikerinnen,nen,val,
metasprache,f,metasprachen,n,train,
metastase,f,metastasen,n,test,
metastudie,f,metastudien,n,train,
metasuchmaschine,f,metasuchmaschinen,n,train,
metatheorie,f,metatheorien,n,train,
metatheria,n,metatheria,zero,train,
metathese,f,metathesen,n,train,
metempsychose,f,metempsychosen,n,val,
metencephalon,,metencephalons,s,train,
metencephalon,,metencephala,other,train,
meteor,,meteore,e,test,
meteorismus,m,meteorismen,other,train,
meteorit,m,meteoriten,en,train,
meteorit,m,meteorite,e,train,
meteoriteneinschlag,m,meteoriteneinschläge,umlaut_e,train,ag
meteoritenkrater,m,meteoritenkrater,zero,val,
meteorkrater,m,meteorkrater,zero,train,
meteoroid,m,meteoroide,e,train,
meteoroid,m,meteoroiden,en,train,
meteorologe,m,meteorologen,n,test,
meteorologin,f,meteorologinnen,nen,train,
meteorschwarm,m,meteorschwärme,umlaut_e,train,
meter,,meter,zero,train,
meterbier,n,meterbiere,e,val,
meterware,f,meterwaren,n,train,
methanhydrat,n,methanhydrate,e,train,
methode,f,methoden,n,train,
methodenkompetenz,f,methodenkompetenzen,en,train,
methodik,f,methodiken,en,test,
methodist,m,methodisten,en,train,
methodistenkapelle,f,methodistenkapellen,n,train,
methodologie,f,methodologien,n,val,
methusalem,m,methusalems,s,train,
metier,n,metiers,s,train,
metonymie,f,metonymien,n,train,
metope,f,metopen,n,train,
metrik,f,metriken,en,train,
metrolekt,m,metrolekte,e,test,
metronom,n,metronome,e,train,
metronymikon,n,metronymika,other,val,
metropole,f,metropolen,n,train,
metropolis,f,metropolen,other,train,
metropolregion,f,metropolregionen,en,train,
metrostation,f,metrostationen,en,train,
metrum,,metren,other,train,
metrum,,metra,other,train,
mettbrötchen,n,mettbrötchen,zero,test,
mette,f,metten,n,val,
metteur,m,metteure,e,train,ur
mettwurst,f,mettwürste,umlaut_e,train,
metze,f,metzen,n,train,
metzelei,f,metzeleien,en,train,
metzelsuppe,f,metzelsuppen,n,train,
metzgerei,f,metzgereien,en,train,
metzgereibetrieb,m,metzgereibetriebe,e,train,
metzgerfahrt,f,metzgerfahrten,en,test,
metzgergang,m,metzgergänge,umlaut_e,train,
metzgerpalme,f,metzgerpalmen,n,train,
metzgerpost,f,metzgerposten,en,train,
metzgersohn,m,metzgersöhne,umlaut_e,train,
metöke,m,metöken,n,train,
meublage,f,meublagen,n,train,
meublement,n,meublements,s,train,
meuchelmord,m,meuchelmorde,e,val,
meuchelmörder,m,meuchelmörder,zero,test,
meuchelmörderin,f,meuchelmörderinnen,nen,train,
meuchelpuffer,m,meuchelpuffer,zero,train,
meursault,m,meursaults,s,train,
meute,f,meuten,n,train,
meuterei,f,meutereien,en,train,
meuterer,m,meuterer,zero,train,
mexikaner,m,mexikaner,zero,val,
mexikanerin,f,mexikanerinnen,nen,train,
mezie,f,mezien,n,test,
mezzanin,n,mezzanine,e,train,
mezzie,f,mezzien,n,train,
miasma,n,miasmen,other,train,
michaeliskirche,f,michaeliskirchen,n,train,
michaelskapelle,f,michaelskapellen,n,train,
michel-katalog,m,michel-kataloge,e,val,
micker,m,micker,zero,train,
micker,n,mickern,n,train,
mickymaus-ohren,,mickymaus-ohren,zero,test,
microfaser,f,microfasern,n,train,
middewinterhorn,n,middewinterhörner,umlaut_er,train,
mieder,n,mieder,zero,train,
miefquirl,m,miefquirle,e,train,
miene,f,mienen,n,val,
miere,f,mieren,n,train,
miese,,miese,zero,train,
miese,,miesen,n,train,
miese,,miese,zero,test,
miesepeter,m,miesepeter,zero,train,
miesmuschel,f,miesmuscheln,n,train,
miesmuschelbank,f,miesmuschelbänke,umlaut_e,train,
mietausfall,m,mietausfälle,umlaut_e,val,
mietauto,n,mietautos,s,train,
mietbetrag,m,mietbeträge,umlaut_e,train,ag
miete,f,mieten,n,train,
mieter,m,mieter,zero,train,
mieterhöhung,f,mieterhöhungen,en,test,
mieterin,f,mieterinnen,nen,train,
mietfahrzeug,n,mietfahrzeuge,e,train,
mietkoch,m,mietköche,umlaut_e,val,
mietkosten,,mietkosten,zero,train,
mietminderung,f,mietminderungen,en,train,
mietnomade,m,mietnomaden,n,train,
mietpreis,m,mietpreise,e,train,
mietpreisbremse,f,mietpreisbremsen,n,train,
mietrecht,n,mietrechte,e,test,
mietshaus,n,mietshäuser,umlaut_er,train,
mietskaserne,f,mietskasernen,n,val,
mietspreis,m,mietspreise,e,train,
mietsteigerung,f,mietsteigerungen,en,train,
mietvertrag,m,mietverträge,umlaut_e,train,ag
mietwagen,,mietwagen,zero,train,
mietwagen,,mietwägen,umlaut_zero,train,
mietwohnung,f,mietwohnungen,en,train,
mietzins,m,mietzinse,e,test,
mieze,f,miezen,n,val,
miezekatze,f,miezekatzen,n,train,
migrant,m,migranten,en,train,
migrantenanteil,m,migrantenanteile,e,train,
migrantenkind,n,migrantenkinder,er,train,ind
migrantensprache,f,migrantensprachen,n,train,
migrantin,f,migrantinnen,nen,train,
migration,f,migrationen,en,train,
migrationshintergrund,m,migrationshintergründe,umlaut_e,test,und
migrationsvordergrund,m,migrationsvordergründe,umlaut_e,train,und
migräne,f,migränen,n,train,
migräneanfall,m,migräneanfälle,umlaut_e,train,
mijnheer,m,mijnheers,s,train,
mikado,n,mikados,s,train,
mikroausdruck,m,mikroausdrücke,umlaut_e,train,
mikrobe,f,mikroben,n,train,
mikrobiologe,m,mikrobiologen,n,val,
mikrobiologin,f,mikrobiologinnen,nen,test,
mikrobiom,n,mikrobiome,e,train,
mikrobion,n,mikrobien,other,train,
mikrocontroller,m,mikrocontroller,zero,train,
mikrofon,n,mikrofone,e,train,
mikrogramm,n,mikrogramme,e,train,
mikrojob,m,mikrojobs,s,train,
mikroliter,,mikroliter,zero,val,
mikroliteratursprache,f,mikroliteratursprachen,n,train,
mikroläsion,f,mikroläsionen,en,test,
mikrometer,,mikrometer,zero,train,
mikronation,f,mikronationen,en,train,
mikronesier,m,mikronesier,zero,train,
mikronesierin,f,mikronesierinnen,nen,train,
mikroorganismus,m,mikroorganismen,other,train,
mikrophon,n,mikrophone,e,val,
mikroprozessor,m,mikroprozessoren,en,train,
mikrosekunde,f,mikrosekunden,n,train,
mikroskleren,f,mikroskleren,zero,test,
mikroskop,n,mikroskope,e,train,
mikrosmat,m,mikrosmaten,en,train,
mikrospende,f,mikrospenden,n,train,
mikrosystem,n,mikrosysteme,e,train,
mikrotom,n,mikrotome,e,val,
mikrowelle,f,mikrowellen,n,train,
mikrowellenherd,m,mikrowellenherde,e,train,
miktion,f,miktionen,en,train,
mikwe,,mikwaot,other,test,
mikwe,,mikwen,n,train,
milbe,f,milben,n,train,
milch,,milche,e,train,
milch,,milchen,en,val,
milchauto,n,milchautos,s,train,
milchbank,f,milchbänke,umlaut_e,train,
milchbar,f,milchbars,s,train,
milchbart,m,milchbärte,umlaut_e,train,
milchbauer,m,milchbauer,zero,test,
milchbeutel,m,milchbeutel,zero,train,
milchbrätling,m,milchbrätlinge,e,train,
milchbrötchen,n,milchbrötchen,zero,val,
milchbubi,m,milchbubis,s,train,
milchcreme,f,milchcremes,s,train,
milchdose,f,milchdosen,n,train,
milchdrüse,f,milchdrüsen,n,train,
milcheiweiß,n,milcheiweiße,e,train,
milcherzeugnis,n,milcherzeugnisse,se,test,
milcherzeugung,f,milcherzeugungen,en,train,
milchfisch,m,milchfische,e,val,isch
milchflasche,f,milchflaschen,n,train,
milchgebiss,n,milchgebisse,e,train,
milchgesicht,n,milchgesichter,er,train,
milchglas,n,milchgläser,umlaut_er,train,
milchglasscheibe,f,milchglasscheiben,n,train,
milchkaffee,m,milchkaffees,s,train,
milchkanne,f,milchkannen,n,test,
milchmann,m,milchmänner,umlaut_er,val,
milchmenge,f,milchmengen,n,train,
milchmixgetränk,n,milchmixgetränke,e,train,
milchmädchen,n,milchmädchen,zero,train,
milchmädchenrechnung,f,milchmädchenrechnungen,en,train,
milchpreis,m,milchpreise,e,train,
milchprodukt,n,milchprodukte,e,train,
milchproduktion,f,milchproduktionen,en,train,
milchpulver,n,milchpulver,zero,test,
milchpumpe,f,milchpumpen,n,train,
milchreis,m,milchreise,e,train,
milchschokolade,f,milchschokoladen,n,train,
milchsee,m,milchseen,n,train,
milchshake,m,milchshakes,s,train,
milchsorte,f,milchsorten,n,train,
milchsäure,f,milchsäuren,n,train,
milchsäureester,m,milchsäureester,zero,val,
milchtransport,m,milchtransporte,e,test,
milchtrinker,m,milchtrinker,zero,train,
milchtritt,m,milchtritte,e,train,
milchverarbeitung,f,milchverarbeitungen,en,train,
milchzahn,m,milchzähne,umlaut_e,train,
milf,f,milfs,s,train,
milieu,n,milieus,s,train,
militarisierung,f,militarisierungen,en,val,
militarismus,m,militarismen,other,train,
militär,m,militärs,s,test,
militärakademie,f,militärakademien,n,train,
militäraktion,f,militäraktionen,en,train,
militärangehöriger,,militärangehörige,other,train,
militärangehöriger,,militärangehörigen,other,train,
militärangehöriger,,militärangehörige,other,train,
militärarzt,m,militärärzte,umlaut_e,val,
militärbaumeister,m,militärbaumeister,zero,train,
militärbehörde,f,militärbehörden,n,train,
militärberater,m,militärberater,zero,test,
militärbetrieb,m,militärbetriebe,e,train,
militärbündnis,n,militärbündnisse,se,train,
militärdienst,m,militärdienste,e,train,
militärdiktatur,f,militärdiktaturen,en,train,ur
militäreinsatz,m,militäreinsätze,umlaut_e,val,
militärexperte,m,militärexperten,n,train,
militärexpertin,f,militärexpertinnen,nen,train,
militärfahrzeug,n,militärfahrzeuge,e,train,
militärflughafen,m,militärflughäfen,umlaut_zero,test,
militärflugzeug,n,militärflugzeuge,e,train,
militärgefängnis,n,militärgefängnisse,se,train,
militärgeistlicher,,militärgeistliche,other,train,
militärgeistlicher,,militärgeistlichen,other,val,
militärgeistlicher,,militärgeistliche,other,train,
militärgericht,n,militärgerichte,e,train,
militärgeschichte,f,militärgeschichten,n,train,
militärhistoriker,m,militärhistoriker,zero,train,
militärhubschrauber,m,militärhubschrauber,zero,test,
militärkaserne,f,militärkasernen,n,train,
militärkonvoi,m,militärkonvois,s,train,
militärkosten,,militärkosten,zero,val,
militärlager,n,militärlager,zero,train,
militärlazarett,n,militärlazarette,e,train,
militärmantel,m,militärmäntel,umlaut_zero,train,
militärmaschine,f,militärmaschinen,n,train,
militärmusik,f,militärmusiken,en,train,
militärmusiker,m,militärmusiker,zero,test,
militäroffensive,f,militäroffensiven,n,train,
militärparade,f,militärparaden,n,val,
militärpilot,m,militärpiloten,en,train,ot
militärpolizei,f,militärpolizeien,en,train,
militärposten,m,militärposten,zero,train,
militärputsch,m,militärputsche,e,train,
militärrat,m,militärräte,umlaut_e,train,
militärregierung,f,militärregierungen,en,train,
militärschlag,m,militärschläge,umlaut_e,test,ag
militärsprache,f,militärsprachen,n,val,
militärsprecher,m,militärsprecher,zero,train,
militärstaat,m,militärstaaten,en,train,
militärstreife,f,militärstreifen,n,train,
militärverordnung,f,militärverordnungen,en,train,
militärwissenschaft,f,militärwissenschaften,en,train,
militärzeit,f,militärzeiten,en,train,
militärzug,m,militärzüge,umlaut_e,train,
miliz,f,milizen,en,test,
milizheer,n,milizheere,e,train,
milizionär,m,milizionäre,e,train,
miljekolben,m,miljekolben,zero,train,
millennium,n,millennien,other,train,
millenniumsproblem,n,millenniumsprobleme,e,train,
milliamperemeter,n,milliamperemeter,zero,train,
milliarde,f,milliarden,n,train,
milliardenanleihe,f,milliardenanleihen,n,val,
milliardenauftrag,m,milliardenaufträge,umlaut_e,test,ag
milliardenbetrag,m,milliardenbeträge,umlaut_e,train,ag
milliardengeschäft,n,milliardengeschäfte,e,train,
milliardengewinn,m,milliardengewinne,e,train,
milliardengrab,n,milliardengräber,umlaut_er,train,
milliardenhöhe,f,milliardenhöhen,n,train,
milliardeninvestition,f,milliardeninvestitionen,en,train,
milliardenschaden,m,milliardenschäden,umlaut_zero,val,
milliardensumme,f,milliardensummen,n,train,
milliardenverlust,m,milliardenverluste,e,test,
milliardenvermögen,n,milliardenvermögen,zero,train,
milliardenwert,m,milliardenwerte,e,train,ert
milliardär,m,milliardäre,e,train,
milligramm,n,milligramm,zero,train,
milliliter,,milliliter,zero,train,
millimeter,,millimeter,zero,val,
millimeterpapier,n,millimeterpapiere,e,train,
million,f,millionen,en,train,
millionenanleihe,f,millionenanleihen,n,test,
millionenauflage,f,millionenauflagen,n,train,
millionenauftrag,m,millionenaufträge,umlaut_e,train,ag
millionenbetrag,m,millionenbeträge,umlaut_e,train,ag
millionendeal,m,millionendeals,s,train,al
millionengeschäft,n,millionengeschäfte,e,val,
millionengewinn,m,millionengewinne,e,train,
millionengrab,n,millionengräber,umlaut_er,train,
millionenhöhe,f,millionenhöhen,n,train,
millioneninvestition,f,millioneninvestitionen,en,test,
millionenschaden,m,millionenschäden,umlaut_zero,train,
millionenspende,f,millionenspenden,n,train,
millionenstadt,f,millionenstädte,umlaut_e,train,
millionensumme,f,millionensummen,n,val,
millionenverlust,m,millionenverluste,e,train,
millionenvermögen,n,millionenvermögen,zero,train,
millionenwert,m,millionenwerte,e,train,ert
millionär,m,millionäre,e,train,
millionärin,f,millionärinnen,nen,test,
millionärsfamilie,f,millionärsfamilien,n,train,
millionärsgattin,f,millionärsgattinnen,nen,train,
millisekunde,f,millisekunden,n,val,
millisievert,n,millisievert,zero,train,ert
milliönchen,n,milliönchen,zero,train,
milz,f,milzen,en,train,
milzriss,m,milzrisse,e,train,
mime,m,mimen,n,train,
mimesis,f,mimesen,other,test,
mimiker,m,mimiker,zero,train,
mimin,f,miminnen,nen,val,
mimose,f,mimosen,n,train,
mimosengewächs,n,mimosengewächse,e,train,
min-dialekt,m,min-dialekte,e,train,
minarett,,minarette,e,train,
minarett,,minaretts,s,train,
minderheit,f,minderheiten,en,train,
minderheitensprache,f,minderheitensprachen,n,test,
minderheitsregierung,f,minderheitsregierungen,en,val,
minderheitssprache,f,minderheitssprachen,n,train,
minderjährige,,minderjährige,zero,train,
minderjährige,,minderjährigen,n,train,
minderjährige,,minderjährige,zero,train,
minderjähriger,,minderjährige,other,train,
minderjähriger,,minderjährigen,other,train,
minderjähriger,,minderjährige,other,train,
minderjährigkeit,f,–,other,test,
minderleister,m,minderleister,zero,train,
minderleisterin,f,minderleisterinnen,nen,train,
minderung,f,minderungen,en,train,
minderwertigkeit,f,minderwertigkeiten,en,train,
minderwertigkeitsgefühl,n,minderwertigkeitsgefühle,e,train,
minderwertigkeitskomplex,m,minderwertigkeitskomplexe,e,train,
mindestbestellwert,m,mindestbestellwerte,e,train,ert
mindestgeschwindigkeit,f,mindestgeschwindigkeiten,en,val,
mindesthaltbarkeit,f,mindesthaltbarkeiten,en,test,
mindesthaltbarkeitsdatum,n,mindesthaltbarkeitsdaten,other,train,
mindestlohn,m,mindestlöhne,umlaut_e,train,
mindestlüftung,f,mindestlüftungen,en,train,
mindestpreis,m,mindestpreise,e,train,
mindeststrafe,f,mindeststrafen,n,train,
mindfuck,m,mindfucks,s,train,
mindmap,,mindmaps,s,val,
mine,f,minen,n,train,
minenarbeiter,m,minenarbeiter,zero,test,
minenbesitzer,m,minenbesitzer,zero,train,
minenfeld,n,minenfelder,er,train,
minenräumboot,n,minenräumboote,e,train,ot
minenräumer,m,minenräumer,zero,train,
minenräumpanzer,m,minenräumpanzer,zero,train,
minensuchboot,n,minensuchboote,e,val,ot
minensucher,m,minensucher,zero,train,
minentaucher,m,minentaucher,zero,train,
mineral,,minerale,e,test,al
mineral,,mineralien,other,train,al
mineraloge,m,mineralogen,n,train,
mineralstoff,m,mineralstoffe,e,train,
mineralwasser,,mineralwasser,zero,train,
mineralwasser,,mineralwässer,umlaut_zero,val,
mineralwasserflasche,f,mineralwasserflaschen,n,train,
mineralöl,n,mineralöle,e,train,
mineralölindustrie,f,mineralölindustrien,n,train,
mineralölpreis,m,mineralölpreise,e,test,
mineralölsteuer,f,mineralölsteuern,n,train,
minestra,f,minestren,other,train,
minestrone,,minestroni,other,train,
minestrone,,minestronen,n,val,
mineur,m,mineure,e,train,ur
mini,m,minis,s,train,
mini-mental-status-test,m,mini-mental-status-tests,s,train,
miniatur,f,miniaturen,en,train,ur
miniaturbuch,n,miniaturbücher,umlaut_er,test,
miniaturformat,n,miniaturformate,e,train,
miniaturisierung,f,miniaturisierungen,en,train,
miniaturkreuz,n,miniaturkreuze,e,val,
minibikini,m,minibikinis,s,train,
minibuch,n,minibücher,umlaut_er,train,
minibus,m,minibusse,se,train,
minierholz,n,minierhölzer,umlaut_er,train,
minierrahmen,m,minierrahmen,zero,train,
minijob,m,minijobs,s,test,
minijobber,m,minijobber,zero,train,
minikleid,n,minikleider,er,val,
minimalist,m,minimalisten,en,train,
minimalmengen-kühlschmierung,f,minimalmengen-kühlschmierungen,en,train,
minimalmengenschmierung,f,minimalmengenschmierungen,en,train,
minimalpaar,n,minimalpaare,e,train,
minimalpaaranalyse,f,minimalpaaranalysen,n,train,
minimalstelle,f,minimalstellen,n,train,
minimalwert,m,minimalwerte,e,test,ert
minimalziel,n,minimalziele,e,val,
minimizer,m,minimizer,zero,train,
minimum,n,minima,other,train,
minipille,f,minipillen,n,train,
minirock,m,miniröcke,umlaut_e,train,
minischwein,n,minischweine,e,train,
minister,m,minister,zero,train,
ministerbank,f,ministerbänke,umlaut_e,train,
ministererlaubnis,f,ministererlaubnisse,se,test,
ministerialbeauftragte,,ministerialbeauftragte,zero,train,
ministerialbeauftragte,,ministerialbeauftragten,n,train,
ministerialbeauftragte,,ministerialbeauftragte,zero,train,
ministerialbeauftragter,,ministerialbeauftragte,other,train,
ministerialbeauftragter,,ministerialbeauftragten,other,train,
ministerialbeauftragter,,ministerialbeauftragte,other,train,
ministerialdirigent,m,ministerialdirigenten,en,train,
ministerin,f,ministerinnen,nen,val,
ministerium,n,ministerien,other,test,
ministeriumssprecher,m,ministeriumssprecher,zero,train,
ministeriumssprecherin,f,ministeriumssprecherinnen,nen,train,
ministerpräsident,m,ministerpräsidenten,en,train,
ministerpräsidentin,f,ministerpräsidentinnen,nen,train,
ministerrat,m,ministerräte,umlaut_e,train,
ministerratssitzung,f,ministerratssitzungen,en,train,
ministertreffen,n,ministertreffen,zero,val,
ministrant,m,ministranten,en,train,
minitrupp,m,minitrupps,s,test,
minnesang,m,minnesänge,umlaut_e,train,
minnesänger,m,minnesänger,zero,train,
minnetrunk,m,minnetrünke,umlaut_e,train,
minoer,m,minoer,zero,train,
minorität,f,minoritäten,en,train,
minstrel,m,minstrels,s,val,
mintsauce,f,mintsaucen,n,train,
mintsoße,f,mintsoßen,n,train,
minus,n,minusse,se,test,
minusgrad,m,minusgrade,e,train,
minuskel,f,minuskeln,n,train,
minuspluszeichen,n,minuspluszeichen,zero,train,
minusstunde,f,minusstunden,n,train,
minustemperatur,f,minustemperaturen,en,val,ur
minuszeichen,n,minuszeichen,zero,train,
minute,f,minuten,n,train,
minutenprotokoll,n,minutenprotokolle,e,train,
minutensteak,n,minutensteaks,s,test,
minutenzeiger,m,minutenzeiger,zero,train,
minuterie,f,minuterien,n,train,
minze,f,minzen,n,train,
mirabelle,f,mirabellen,n,val,
mirage,f,mirages,s,train,
mirakel,n,mirakel,zero,train,
mirakelfrucht,f,mirakelfrüchte,umlaut_e,train,
mirpzahl,f,mirpzahlen,en,train,
misanthrop,m,misanthropen,en,test,
mischarbeitsplatz,m,mischarbeitsplätze,umlaut_e,train,
mischbatterie,f,mischbatterien,n,train,
mischbestand,m,mischbestände,umlaut_e,val,and
mischbrot,n,mischbrote,e,train,ot
mischdialekt,m,mischdialekte,e,train,
mischehe,f,mischehen,n,train,
mischfarbe,f,mischfarben,n,train,
mischform,f,mischformen,en,train,
mischfrankatur,f,mischfrankaturen,en,test,ur
mischkulanz,f,mischkulanzen,en,train,
mischling,m,mischlinge,e,val,
mischlüftung,f,mischlüftungen,en,train,
mischmasch,m,mischmasche,e,train,
mischmaschine,f,mischmaschinen,n,train,
mischpult,n,mischpulte,e,train,
mischsprache,f,mischsprachen,n,train,
mischtext,m,mischtexte,e,train,
mischung,f,mischungen,en,test,
mischvolk,n,mischvölker,umlaut_er,val,
mischwald,m,mischwälder,umlaut_er,train,
misere,f,miseren,n,train,
miserikordie,f,miserikordien,n,train,
miso,,misos,s,train,
misogyn,m,misogyne,e,train,
misogyn,m,misogynen,en,train,
mispel,f,mispeln,n,train,
missa,f,missae,e,test,
missachtung,f,missachtungen,en,train,
missal,f,–,other,train,al
missale,,missalen,n,train,
missale,,missalien,other,train,
missbildung,f,missbildungen,en,train,
missbilligung,f,missbilligungen,en,train,
missbilligungsantrag,m,missbilligungsanträge,umlaut_e,train,ag
missbrauch,m,missbräuche,umlaut_e,val,
misserfolg,m,misserfolge,e,test,
missernte,f,missernten,n,train,
missetat,f,missetaten,en,train,
missgeburt,f,missgeburten,en,train,
missgeschick,n,missgeschicke,e,train,
misshandlung,f,misshandlungen,en,train,
mission,f,missionen,en,train,
missionar,m,missionare,e,val,
missionarin,f,missionarinnen,nen,train,
missionierung,f,missionierungen,en,test,
missionsarbeit,f,missionsarbeiten,en,train,
missionsgebiet,n,missionsgebiete,e,train,
missionsreise,f,missionsreisen,n,train,
missionsschule,f,missionsschulen,n,train,
missionsspezialist,m,missionsspezialisten,en,train,
missionsstation,f,missionsstationen,en,val,
